BOOK I	FYRRI ÞÁTTUR
“Yes, I know now that I have to deal with an impostor,” said he defiantly.	"Já, ég veit nú að hér er við svikara að eiga," sagði hann þrákelknislega.
Rudolf faced him, and Bernenstein guarded the door.	Rúdolf horfði fast framan í hann, en Bernenstein gætti dyranna.
He was absolutely at their mercy; and he knew their secret.	Hann var algerlega á þeirra valdi, og honum var kunnugt um leyndarmál þeirra.
Did they know his-the news that Rupert of Hentzau had brought?	Skyldu þeir vita um leyndarmál hans - fréttina sem Rupert Hentzau hafði komið með?"
“Listen,” said Rudolf.	"Hlýddu nú á," sagði Rúdolf.
“For a few hours to-day I am king in Strelsau.	"Í nokkrar klukkustundir enn verð ég konungur í Streslau.
In those few hours I have an account to settle with your cousin:	Á þessum fáu klukkustundum verð ég að gera upp reikning minn við frænda þinn.
something that he has, I must have.	Ég verð að ná í vissan hlut, sem hann hefir.
Im going now to seek him, and while I seek him you will stay here with Bernenstein.	Ég er nú að leggja á stað að finna hann. Meðan ég er að því, verður þú hér hjá Bernenstein.
Perhaps I shall fail, perhaps I shall succeed.	Það getur hvorttveggja verið, að för mín mishepnist eða hepnist.
Whether I succeed or fail, by to-night I shall be far from Strelsau, and the kings place will be free for him again.”	Hvernig sem fer, verð ég kominn langt burt frá Streslau í kveld, og stend þá konungi ekkert í ljósi."
Rischenheim gave a slight start, and a look of triumph spread over his face.	Rischenheim tók viðbragð og fögnuðurinn skein út úr honum.
They did not know that the king was dead.	Þeir vissu ekki að konungurinn var látinn.
Rudolf came nearer to him, fixing his eyes steadily on his prisoners face.	Rúdolf færði sig nær og starði fast á fangann.
“I dont know,” he continued, “why you are in this business, my lord.	"Mér er ókunnugt um," mælti hann enn fremur, "hvernig stendur á því, að þú hefir flækst inn í þetta mál, lávarður minn.
Your cousins motives I know well.	Aftur á móti veit ég vel um hvatir frænda þíns.
But I wonder that they seemed to you great enough to justify the ruin of an unhappy lady who is your queen.	En mig furðar á því, að þér skuli hafa þótt svo mikils um þær vert, að þér virtist réttmætt að steypa ógæfusamri konu, drotningu þinni, í takmarkalaust ólán þeirra vegna.
Be assured that I will die sooner than let that letter reach the kings hand.”	Þú mátt vera þess fullvís, að ég mun fyr láta lífið, en að bréfið komist konunginum í hendur."
Rischenheim made him no answer.	Rischenheim svaraði engu.
“Are you armed?” asked Rudolf.	"Ertu vopnaður?" spurði Rúdolf.
Rischenheim sullenly flung his revolver on the table.	Rischenheim fleygði skammbyssunni ólundarlega á borðið.
Bernenstein came forward and took it.	Bernenstein gekk fram og tók hana.
“Keep him here, Bernenstein.	"Gættu hans nú, Bernenstein.
When I return Ill tell you what more to do.	Þegar ég kem aftur, skal ég láta þig vita, hvað frekar þarf að gera.
If I dont return, Fritz will be here soon, and you and he must make your own plans.”	Ef ég kem ekki aftur, þá líður ekki á löngu að Fritz komi, og þá verðið þið "að ráða af hvað gera skal."
“He shant give me the slip a second time,” said Bernenstein.	"Ég skal ekki missa af honum í annað sinn," svaraði Bernenstein.
“We hold ourselves free,” said Rudolf to Rischenheim, “to do what we please with you, my lord.	"Við þykjumst sjálfráðir um að gera við þig það sem okkur sýnist," sagði Rúdolf við Rischenheim.
But I have no wish to cause your death, unless it be necessary.	"En mig langar ekkert eftir að ráða þér bana, ef hjá því verður komist.
You will be wise to wait till your cousins fate is decided before you attempt any further steps against us.”	Það er því hyggilegast fyrir þig að freista einkis um að fjandskapast gegn okkur fyr en búið er að ráða málum frænda þíns til lykta."
And with a slight bow he left the prisoner in Bernensteins charge, and went back to the room where the queen awaited him.	Að svo mæltu kinkaði hann kolli til fangans, er hann hafði falið Bernenstein að gæta, og sneri aftur fram í herbergið þar sem drotningin var og beið hans.
Helga was with her.	Helga var hjá henni.
The queen sprang up to meet him.	Drotningin stóð upp á móti honum.
“I mustnt lose a moment,” he said.	"Ég má ekki tefja minstu vitund," sagði hann.
“All that crowd of people know now that the king is here.	"Allur manngrúinn hér úti fyrir veit að konungurinn er hér.
The news will filter through the town in no time.	Fregnin um það verður flogin út um alla borgina á svipstundu.
We must send word to Sapt to keep it from the kings ears at all costs:	Við verðum að senda Sapt skeyti um að dylja konunginn þessa, hvað sem það kostar.
I must go and do my work, and then disappear.”	Ég verð að fara og afljúka verki mínu og hverfa héðan að því búnu."
The queen stood facing him.	Drotningin stóð og horfði á hann.
Her eyes seemed to devour his face; but she said only:	Innileg ást skein úr augum hennar, en hún sagði ekkert nema:
“Yes, it must be so.”	"Það verður svo að vera."
“You must return to the palace as soon as I am gone.	"Þú verður að fara til hallarinnar undir eins og ég er farinn.
I shall send out and ask the people to disperse, and then I must be off.”	Ég skal láta skipa fólkinu að fara burtu, og svo verð ég að leggja á stað."
“To seek Rupert of Hentzau?”	"Til að leita að Rúpert Hentzau?"
“Dont go,” she said in low trembling tones.	"Farðu ekki," sagði hún skjálfrödduð.
“Dont go, Rudolf.	"Farðu ekki, Rúdolf.
Hell kill you.	Hann gerir út af við þig.
Never mind the letter.	Við skulum ekkert hugsa um bréfið.
Dont go:	Farðu ekki.
I had rather a thousand times that the king had it than that you should.... Oh, my dear, dont go!”	Ég vildi þúsund sinnum heldur að konungurinn sæi það, en að þú yrðir ... elskan mín, farðu ekki!"
“I must go,” he said softly.	"Ég verð að fara," sagði hann blíðlega.
Again she began to implore him, but he would not yield.	Hún reyndi aftur að telja honum hughvarf, en hann lét ekki undan.
Helga moved towards the door, but Rudolf stopped her.	Helga færði sig að dyrunum, en Rúdolf kallaði til hennar.
“No,” he said; “you must stay with her;	"Þú verður að vera hér hjá henni;
you must go to the palace with her.”	þú verður að fylgja henni til hallarinnar."
Even as he spoke they heard the wheels of a carriage driven quickly to the door.	Rétt í því þau voru að tala um þetta, heyrðu þau skrölt í vagni, sem ekið var að dyrunum.
By now I had met Anton von Strofzin and heard from him that the king was at my house.	Ég var þá búinn að mæta Anton Strofzin og hafði frétt hjá honum að konungurinn væri heima hjá mér.
As I dashed up the news was confirmed by the comments and jokes of the crowd.	Og þegar ég ók að dyrunum, fékk ég fyllri sannanir fyrir að þetta var satt, þegar ég sá mannþyrpinguna þar og heyrði fagnaðarópin.
“Ah, hes in a hurry,” they said.	"Hann er að flýta sér," sögðu menn.
“Hes kept the king waiting.	"Hann hefir látið konunginn bíða eftir sér.
Hell get a wigging.”	Sá á von á ráðningu."
As may be supposed, I paid little heed to them.	Ég sinti þessu engu eins og geta má nærri.
I sprang out and ran up the steps to the door.	Ég stökk út úr vagninum og hljóp upp riðið.
I saw my wifes face at the window:	Þá sá ég konu mína í glugganum og hún hljóp fram til að opna fyrir mér.
she herself ran to the door and opened it for me.	"Drottinn minn!" hrópaði ég.
“Good God,” I whispered, “do all these people know hes here, and take him for the king?”	"Veit alt þetta fólk að hann er hér, og heldur það að hann sé konungurinn?"
“Yes,” she said.	"Já," svaraði hún.
“We couldnt help it.	"Við gátum ekki gert við því.
He showed himself at the door.”	Hann lét sjálfur sjá sig í dyrunum."
It was worse than I dreamt:	Ver hafði nú farið, en mig hafði nokkurn tíma órað fyrir;
not two or three people, but all that crowd were victims of the mistake;	það voru ekki að eins tveir eða þrír menn, sem vilst hafði sjónir, heldur allur þessi fólksfjöldi.
all of them had heard that the king was in Strelsau-ay, and had seen him. “Where is he?	Allur þessi manngrúi hafði heyrt, að konungurinn væri í Streslau - og meira að segja séð hann.
Where is he?”	"Hvar er hann?
I asked, and followed her hastily to the room.	Hvar er hann?" spurði ég og hraðaði mér á eftir henni inn í herbergið.
The queen and Rudolf were standing side by side.	Rúdolf og drotningin stóðu þar hvort við annars hlið.
What I have told from Helgas description had just passed between them.	Þeim hafði þá farið á milli það sem ég hefi skýrt frá áður eftir sögusögn Helgu.
Rudolf ran to meet me.	Rúdolf kom þjótandi á móti mér.
“Is all well?” he asked eagerly.	"Er alt í góðu lagi?" spurði hann með ákefð.
I forgot the queens presence and paid no sign of respect to her.	Ég gleymdi því að drotningin var viðstödd og sýndi engin lotningarmerki.
I caught Rudolf by the arm and cried to him:	Ég greip um handlegginn á Rúdolf og hrópaði:
“Do they take you for the king?”	"Halda þeir að þú sért konungurinn?"
“Yes,” he said.	Já," svaraði hann.
“Heavens, man, dont look so white!	"Hvaða ósköp eru að sjá þig maður!
We shall manage it.	Við skulum kippa því í lag.
I can be gone by to-night.”	Ég get verið kominn í burtu í kveld."
“I couldnt help it.	Ég gat ekki komið í veg fyrir þetta.
I can settle with Rupert and disappear.”	Ég get aftur á móti gert upp reikningana við Rúpert og horfið brottu að því búnu."
The three were standing round me, surprised at my great and terrible agitation.	Þau stóðu þarna þrjú utan um mig og skildu ekkert í því, hvers vegna ég var svo æstur.
Looking back now, I wonder that I could speak to them at all.	Og þegar ég minnist nú þeirrar stundar, furða ég mig á að ég skyldi geta komið upp nokkru orði.
Rudolf tried again to reassure me.	Rúdolf reyndi að hughreysta mig.
He little knew the cause of what he saw.	Hann vissi lítið um orsök hugarangurs míns.
“It wont take long to settle affairs with Rupert,” said he.	"Það fer aldrei langur tími í það að eiga við Rúpert," mælti hann.
“And we must have the letter, or it will get to the king after all.”	"Og við megum til að ná í bréfið, því annars kemst það konungi í hendur fyr eða síðar."
“The king will never see the letter,” I blurted out, as I sank back in a chair.	"Konungur fær aldrei að sjá bréfið," stundi ég upp og hné niður á stól.
They said nothing.	Þau þögðu.
I looked round on their faces.	Ég horfði á þau á víxl.
I had a strange feeling of helplessness, and seemed to be able to do nothing but throw the truth at them in blunt plainness.	Undarleg þróttleysismeðvitund gagntók mig, og mér fanst að mér væri ómögulegt annað en að láta þau umsvifalaust heyra sannleikann.
Let them make what they could of it, I could make nothing.	Þau urðu að gera sér það að góðu. Ég gat ekki annað.
“The king will never see the letter,” I repeated.	"Konungurinn fær aldrei að sjá bréfið," endurtók eg.
