Closing the Loop for ALMA	ALMA nær mikilvægum áfanga
[2] Previous observations were made with the CHARA array - an optical astronomical interferometer operated by the Center for High Angular Resolution Astronomy (CHARA) of the Georgia State University, and its fibred beam combiner FLUOR.	[2] Eldri mælingar voru gerðar með CHARA röðinni - víxlmæli sem Center for High Angular Resolution Astronomy (CHARA) við Ríkisháskólann í Georgíu starfrækir og ljósleiðaranum FLUOR sem tengir röðina saman.
[3] As a by-product, these observations have also led to the discovery of new, unexpected stellar companions orbiting around some of the most massive stars in the sample.	[3] Mælingarnar hafa einnig leitt til uppgötvana á óvæntum fylgistjörnum á braut um sumar massamestu stjörnurnar í rannsókninni.
"These new companions suggest that we should revise our current understanding of how many of this type of star are actually double," says Lindsay Marion, lead author of an additional paper dedicated to this complementary work using the same data.	„Þessar áður óþekktu fylgistjörnur benda til þess að við ættum að endurskoða skilning okkar á því hve margar af þessari tegund stjarna eru í raun tvístirni,“ sagði Lindsay Marion, aðalhöfundur greinar um rannsókn sem unnin var úr sömu gögnum.
Revolutionary ALMA Image Reveals Planetary Genesis	Byltingarkennd mynd ALMA sýnir sköpun reikistjarna
This new image from ALMA, the Atacama Large Millimeter/submillimeter Array, reveals extraordinarily fine detail that has never been seen before in the planet-forming disc around a young star.	Á þessari nýju mynd frá ALMA, Atacama Large Millimeter/submillimeter Array, sjást meiri smáatriði en nokkru sinni fyrr í efnisskífu sem umlykur unga stjörnu.
These are the first observations that have used ALMA in its near-final configuration and the sharpest pictures ever made at submillimetre wavelengths.	Myndin er sú skarpasta sem tekin hefur verið á hálfsmillímetra bylgjulengdum og er afrakstur fyrstu mælinga ALMA sjónaukans í því sem næst lokamynd sinni.
The new results are an enormous step forward in the observation of how protoplanetary discs develop and how planets form.	Niðurstöðurnar marka stór þáttaskil í rannsóknum á þróun sólkerfa og myndun reikistjarna.
For ALMAs first observations in its new and most powerful mode, researchers pointed the antennas at HL Tauri - a young star, about 450 light-years away, which is surrounded by a dusty disc [1].	Til gera fyrstu mælingar ALMA í sinni nýjustu og öflugustu mynd beindi vísindamenn loftnetunum að HL Tauri - ungri stjörnu, um 450 ljósár í burtu, sem er umlukin rykskífu [1].
The resulting image exceeds all expectations and reveals unexpectedly fine detail in the disc of material left over from star birth.	Afraksturinn er mynd sem fór fram úr björtustu vonum og sýnir ótrúlega fín smáatriði í efnisskífunni í kringum stjörnuna.
It shows a series of concentric bright rings, separated by gaps [2].	Á myndinni sjást nokkrir bjartir hringar og geilar á milli þeirra [2].
"These features are almost certainly the result of young planet-like bodies that are being formed in the disc.	„Þessir hringir og geilar má næsta örugglega rekjat il hnatta eins og reikistjarna sem eru að myndast í skífunni.
This is surprising since such young stars are not expected to have large planetary bodies capable of producing the structures we see in this image," said Stuartt Corder, ALMA Deputy Director.	Þetta kemur á óvart því ekki var búist við því að jafn ung stjarna og hér um ræðir hefði nógu stóra fyrirbæri sem gætu myndað formin sem við sjáum á myndinni,“ sagði Stuart Corder, varaframkvæmdarstjóri ALMA.
“When we first saw this image we were astounded at the spectacular level of detail.	„Þegar við sáum myndin fyrst komu þessi miklu smáatriði okkur mjög á óvart.
HL Tauri is no more than a million years old, yet already its disc appears to be full of forming planets.	HL Tauri er ekki meira en milljón ára gömul en samt virðast reikistjörnur vera að myndast í efnisskífunni nú þegar.
This one image alone will revolutionise theories of planet formation,” explained Catherine Vlahakis, ALMA Deputy Program Scientist and Lead Program Scientist for the ALMA Long Baseline Campaign.	Þessi mynd ein og sér mun bylta kenningum um myndun reikistjarna,“ sagði Catherine Vlahakis, varaverkefnisstjóri ALMA og umsjónarmaður grunnlínurannsókna ALMA (ALMA Long Baseline Campaign).
HL Tauris disc appears much more developed than would be expected from the age of the system.	Efnisskífan í kringum HL Tauri virðist mun þróaðari en búast mætti við út frá aldri kerfisins.
Thus, the ALMA image also suggests that the planet-formation process may be faster than previously thought.	Það bendir til þess að myndunarferli reikistjarna gæti verið hraðari en áður var talið.
Such high resolution can only be achieved with the long baseline capabilities of ALMA and provides astronomers with new information that is impossible to collect with any other facility, even the NASA/ESA Hubble Space Telescope.	Sú mikla upplausn sem náðist í þessum mælingum var aðeins möguleg með löngum grunnlínumælingum ALMA, þ.e.a.s. að hafa bilið milli loftnetanna sem mest. Mælingarnar veita stjörnufræðingum nýjar upplýsingar sem ómögulegt hefði verið að afla með öðrum sjónaukum, jafnvel Hubble geimsjónauka NASA og ESA.
“The logistics and infrastructure required to place antennas at such distant locations required an unprecedented coordinated effort by an expert international team of engineers and scientists,” said ALMA Director, Pierre Cox.	„Til að skipuleggja nákvæma dreifingu loftnetanna yfir jafn langa vegalengd þurfti samhæfða vinnu alþjóðlegs teymis verkfræðinga og vísindamanna,“ sagði Pierro Cox, framkvæmdarstjóri ALMA.
“These long baselines fulfill one of ALMAs major objectives and mark an impressive technological, scientific and engineering milestone.”	„Löng grunnlína uppfyllir eitt helsta markmið ALMA og markar mikilvæg tæknileg, vísindaleg og verkfræðileg þáttaskil.“
Young stars like HL Tauri are born in clouds of gas and fine dust, in regions which have collapsed under the effects of gravitation, forming dense hot cores that eventually ignite to become young stars.	Ungar stjörnur á borð við HL Tauri verða til í gas- og rykskýjum á svæðum sem hafa fallið saman af völdum þyngdarkraftsins.
These young stars are initially cocooned in the remaining gas and dust, which eventually settles into a disc, known as a protoplanetary disc.	Þá myndast heitir og þéttir kekkir í skýjunum sem verða að lokum að stjörnum. Í kringum þessar ungu stjörnur er afgangsgas og -ryk sem myndar efnisskífu.
Through many collisions the dust particles will stick together, growing into clumps the size of sand grains and pebbles.	Við ótal árekstra límast rykagnir saman og stækka upp í stærð sandkorna og lítilla sveinvala.
Ultimately, asteroids, comets and even planets can form in the disc.	Í skífunni myndast að lokum smástirni og halastjörnu og jafnvel reikistjörnum úr þessum ögnum.
Young planets will disrupt the disc and create rings, gaps and holes such as those seen in the structures now observed by ALMA [3].	Ungar reikistjörnur hafa mótandi áhrif á skífuna. Þær mynda hringi, geilar og eyður á borð við þær sem ALMA kom auga á [3].
The investigation of these protoplanetary discs is essential to our understanding of how Earth formed in the Solar System.	Rannsóknir á efnisskífum sem þessum eru nauðsynlegar til að bæta skilning okkar á myndun Jarðar og sólkerfisins.
Observing the first stages of planet formation around HL Tauri may show us how our own planetary system may have looked more than four billion years ago, when it formed.	Að fylgjast með fyrstu stigum reikistjörnumyndunar í kringum HL Tauri gæti sýnt okkur hvernig okkar eigið sólkerfi gæti hafa litið út fyrir rúmum fjórum milljörðum ára, þegar það var í mótun.
“Most of what we know about planet formation today is based on theory.	„Mest af því sem við teljum okkur vita í dag um myndun reikistjarna byggist á tilgátum.
Images with this level of detail have up to now been relegated to computer simulations or artists impressions.	Hingað til hafa myndir á borð við þessa aðeins verið búnar til með tölvulíkönum eða teikningum.
This high resolution image of HL Tauri demonstrates what ALMA can achieve when it operates in its largest configuration and starts a new era in our exploration of the formation of stars and planets,” says Tim de Zeeuw, Director General of ESO.	Þessi skarpa mynd af HL Tauri sýnir hvað ALMA er fær um nú þegar sjónaukinn er farinn að taka á sig lokamynd og markar upphaf nýs skeiðs í rannsóknum á myndun stjarna og reikistjarna,“ sagði Tim de Zeeuw, framkvæmdarstjóri ESO.
Notes	Skýringar
[1] Since September 2014 ALMA has been observing the Universe using its longest ever baselines, with antennas separated by up to 15 kilometres.	[1] ALMA hefur verið að rannsaka alheiminn með lengstu grunnlínu frá því í september 2014.
This Long Baseline Campaign will continue until 1 December 2014.	Mest hefur bilið milli loftneta verið allt að 15 kílómetrar og munu mælingarnar halda áfram til 1. desember á þessu ári.
The baseline is the distance between two of the antennas in the array.	Grunnlínan er fjarlægðin milli tveggja loftneta í röðinni.
As a comparison, other facilities operating at millimetre wavelengths provide antennas separated by no more than two kilometres. The maximum possible ALMA baseline is 16 kilometres.	Til samanburðar er tveir kílómetrar mesta mögulega bil milli loftneta annarra stjörnustöðva sem einnig gera mælingar á millímetrasviðinu.
Future observations at shorter wavelengths will achieve even higher image sharpness.	Búast má ivð enn skarpari mælingum á styttri bylgjulengdum í framtíðinni.
[2] The structures are seen with a resolution of just five times the distance from the Sun to the Earth. This corresponds to an angular resolution of about 35 milliarcseconds - better than what is routinely achieved with the NASA/ESA Hubble Space Telescope.	[2] Upplausnin í formunum í skífunni jafngildir um fimmfaldri fjarlægðinni milli Jarðar og sólar, eða sem samsvarar um 35 millíbogasekúndum - sem er mun betra en Hubble geimsjónaukinn nær.
