Bye, Jimmy.	Bless, Jimmy.
Tofu.	Hún er úr tofu.
You're not concentrating.	Þú einbeitir þér ekki.
This offends me.	Mér er misboðið.
Yeah, I'm sorry, Ton.	Fyrirgefðu, Ton.
I lost Lucy.	Ég missti Lucy.
I just think it's a shame because I've come to rely on her for everything.	Það er leitt. Ég er farinn að treysta á hana með alla hluti.
And I trust her completely, and she's funny.	Ég ber fullt traust til hennar og hún er skemmtileg.
Not deliberately, of course.	Vitanlega ekki vísvitandi.
Hey, you know, it's probably for the best though. Oh, yeah?	Það er samt sennilega fyrir bestu.
Why is that?	Af hverju?
Somebody wins, somebody loses.	Einn sigrar og annar tapar.
But women, they don't have no rules, man.	En konur... Hjá þeim gilda engar reglur.
They move in unpredictable ways too.	Þær eru líka óútreiknanlegar.
Nobody ever wins or loses when it comes to women.	Enginn sigrar eða tapar.
You talk about your feelings until your breath is sucked out your body.	Þær fá mann til að ræða tilfinningar þar til allur vindur er úr manni.
All men are pawns when it comes to women.	Allir karlar eru peð þegar konur eru annars vegar.
I come home. When I walk in, I know my mama has dinner on the table.	Þegar ég kem heim veit ég að mamma bíður með matinn.
All right, so you're still living at home?	Býrðu enn í foreldrahúsum?
Yeah.	Já.
Yeah.	Auðvitað.
Of course.	Hér er áhugaverð manneskja.
Here's somebody interesting, Polly St. Clair.	Polly St. Clair.
Well, it's a terrific resume, Polly.	Glæsileg starfsferilskrá, Polly.
Congratulations on the baby.	Til hamingju með barnið.
What baby?	Hvaða barn?
Maybe you should check with me before you talk.	Þú ættir að ráðfæra þig við mig áður en þú opnar munninn.
I 'd like to talk about your moot-court experience.	Tölum um reynslu þína af sviðsettum réttarhöldum.
Yeah, what baby?	Já, hvaða barn?
You should do the interviews on your own.	Þú sérð ein um viðtölin hér eftir.
Harry Raskin, Richard Beck.	Harry Raskin, Richard Beck.
Interesting prospects for my replacement.	Mögulegir eftirmenn mínir.
Let's see. No, it's gotta be a woman.	Það verður að vera kona.
What a surprise.	En óvænt.
A sort of Katharine Hepburn figure.	Eins konar Katharine Hepburn.
You don't deserve Katharine Hepburn.	Þú átt ekki Katharine Hepburn skilið.
Also too good.	Líka of góð.
Just stay away from the Hepburns.	Láttu Hepburn eiga sig.
You forgot a beet.	Þú gleymdir rófu.
Ansel and I got into a huge fight, and I think we just broke up.	Við Ansel rifumst heiftarlega og ég held við séum hætt saman.
Really?	Er það satt?
He wants me to go on a Greenpeace boat.	Hann vill fá mig á bát Grænfriðunga.
He thinks I can't embrace life.	Hann heldur að ég lifi ekki lífinu lifandi.
Is that the case?	Er það satt?
Because I just don't see it.	Ég held að það sé rangt.
I just don't see it. And by the way, how can I embrace him when he is never here?	Hvernig get ég faðmað hann þegar hann er aldrei hérna?
Maybe it's me.	Kannski er það ég.
Maybe the rose-colored glasses have finally come off.	Kannski hafa augu mín opnast.
Okay.	Allt í lagi.
We obviously can't leave you alone with the stapler.	Við getum ekki skilið þig eftir eina með heftara.
I'll tell you what. I'll cancel tennis.	Ég hætti við tennisinn.
They always make me play with Ed Koch.	Ég mæti líka alltaf Ed Koch.
What can we do to cheer you up?	Hvernig getum við hresst þig við?
Nothing.	Engan veginn.
There's no solution.	Engin lausn er til.
Good attitude.	Gott viðhorf.
I can't help it if I don't like boats.	Mér er bara lítið um báta gefið.
Surely not all boats.	Ekki þó alla báta.
Yes, all boats.	Jú, alla báta.
I don't understand.	Ég skil þetta ekki.
What is wrong with me?	Hvað gengur að mér?
At the moment, huge quantities of alcohol.	Sem stendur er allt of mikill vínandi í þér.
I don't know.	Ég veit það ekki.
I just seem to drive men away.	Ég virðist bara fæla karlmenn burt.
There's Ansel.	Ansel fór frá mér.
There's Billy from Legal Aid who ran off with a stripper.	Billy í Lögfræðiþjónustunni stakk af með fatafellu.
Don't forget Gary from the Peace Corps who married his trainer.	Ekki gleyma Gary friðargæsluliða sem giftist þjálfara sínum.
Gary, yes.	Þakka þér fyrir.
What is wrong with me? I want to know.	Ég vil fá að vita hvað er að mér.
You're sort of a man.	Þú ert karlmaður sem...
All right?	Er allt í lagi?
I'm good.	Já.
So tell me. What's the matter with me?	Segðu mér hvað gengur að mér.
Well, you can be somewhat intimidating.	Þú átt það til að vera ógnvekjandi.
You see, maybe that's the problem.	Kannski er það meinið.
You don't like these guys.	Þú ert ekki hrifin af þessum gaurum.
You drive them away because you realize, deep down, they're wrong for you.	Þú fælir þá burt af því þú veist innst inni að þeir henta þér ekki.
They're not wrong for me.	Þeir henta mér víst.
We have all the same political goals and ideals, all of them.	Við höfum öll sömu markmið og hugsjónir.
Which I guess isn't very romantic, but what can I say? I'm fine.	Það er víst ekki neitt rómantískt en hvað get ég sagt?
What can I say?	Hvað get ég sagt?
I'm just not a romantic person.	Ég er bara ekki sérlega rómantísk.
Never felt that way about anybody. Nope. No.	Ég hef aldrei verið ástfangin af karlmanni.
No, in high school, Rick Beck took me parking.	Í miðskóla kyssti Rick Beck mig í bíl.
And the whole time I talked about Nelson Mandela. Don't know why I did that.	Ég veit ekki af hverju ég talaði stöðugt um Nelson Mandela.
That is hard to say.	Ekki gott að segja.
It's, like, bobcat.	Ég er eins og gaupa.
You know, it's scary.	Það er ógnvekjandi.
I can see that it might be.	Ég sé að það getur vel verið.
No. No.	Nei, sjáðu.
Look, I can bend like a pretzel.	Ég get sveigt mig mjög mikið.
I'm serious.	Mér er alvara.
Do you want it?	Viltu það?
You're a really good listener. Luce?	Það er gott að tala við þig.
Luce?	Luce?
Are you...?	Ertu...?
Hello?	Halló?
Cormac!	Cormac!
Help!	Hjálp!
I'll just get her upstairs.	Ég fer með hana upp.
Think you can make it? No.	Kemstu með hana þangað?
No, let's put her somewhere else. Good.	Nei, leggjum hana annars staðar niður.
Good.	Ágætt.
Like a doll.	Eins og dúkka.
A doll with a sinus problem.	Dúkka með mein í ennisholunum.
We should put a pillow under her head.	Setjum kodda undir höfuðið á henni.
Good.	Gott.
Much worse.	Miklu verra.
Do you think we should change her clothes?	Eigum við að færa hana í önnur föt?
Right. Don't know where that came from.	Ég veit ekki af hverju ég sagði þetta.
Morning!	Daginn!
Okay, not so loud.	Ekki svona hátt.
We didn't...	Gerðum við nokkuð...?
Last...	Í gærkvöldi.
It was a magical night.	Þetta var töfrum þrungið kvöld.
You made sounds I've never heard a woman make before.	Í þér heyrðust hljóð sem ég hef aldrei heyrt í konu fyrr.
Not physically, but spiritually, you were the best I've ever had.	Ekki líkamlega en andlegt samband okkar var stórfenglegt.
Whatever I did or didn't do or said or didn't say it was all a little mistake.	Hvað sem ég gerði eða sagði eða sagði ekki þá voru það bara mistök.
Well, nothing happened.	Ekkert gerðist.
That's a relief.	Það er léttir.
I'm very busy. I have work to do.	Ég hef verk að vinna.
You stay there and relax.	Vertu kyrr hérna og slakaðu á.
Okay, I'll see you later.	Sjáumst.
Lucy!	Lucy!
Jesus, careful.	Gætilega.
There's a June Carver to see you.	June Carver er komin til að hitta þig.
June Carver, June Carver, June Carver.	June Carver?
She went to Harvard.	Hún var í Harvard.
Did you have Criminal with Professor Rappaport?	Lastu hegningarlög hjá Rappaport prófessor?
Oh, my God.	Guð minn góður.
I'm still shaking. Yeah.	Ég skelf enn á beinunum.
But I have to tell you, Miss Kelson, you are a legend there.	En ég verð að segja þér að þú ert goðsögn þar.
Me?	Ég?
Editor of the Law Review.	Ritstjóri Lagatíðinda.
The articles you wrote on the Richmond case.	Greinarnar þínar.
You're an inspiration. Well, yeah, I...	Þú ert mörgum okkar hvatning.
I don't have a strong background in property, but neither did you and look what you've accomplished.	Ég hef litla reynslu af eignarétti en þú varst líka reynslulítil og sjáðu hvað þú hefur náð langt.
Well, you know, not that much, really.	Þetta er ekki sérlega mikið.
I just... And there's this.	Og síðan er það þetta.
I've never met Mr. Wade but in Public Policy magazine he was interviewed about the challenges of urban development and he said that...	Í tímaritinu Ríkisstefnumál var rætt við hr. Wade um erfiðu verkefnin í borgarskipulaginu og hann sagði...
Is it ridiculous that I'm quoting this?	Er ekki fáránlegt að ég vitni í hann?
No, not yet."	Nei, ekki enn."
When I read that, it made me feel I 'd be working for a cause not just a company.	Þegar ég les þetta fannst mér að ég myndi vinna fyrir málstað, ekki fyrirtæki.
Okay.	Gott og vel.
You're hired.	Þú ert ráðin.
You're Mr. Wade.	Þú ert hr. Wade.
Someone has to be.	Einhver þarf að vera það.
Although, I didn't write that.	Ég skrifaði þetta ekki heldur Lucy.
Lucy did. No, you did.	Nei, það varst þú.
I remember being shocked.	Ég man að mér brá.
We've been working together so long it's hard to remember who did what.	Við höfum unnið svo lengi saman að við ruglumst á verkum okkar.
Sounds like an amazing team.	Virðist stórkostleg samvinna.
George, do you mind...?	George, væri þér sama...
I was saying how incredibly presumptuous it was of me to come waltzing in here but Miss Kelson was nice enough to see me.	Ég sagði hvað það var mikill hroki að koma fyrirvaralaust en ungfrú Kelson var svo indæl að hitta mig.
I could finish up with June.	Ég get lokið viðtalinu við June.
I was just wondering, are we still on for the Mets game tonight?	Förum við á leikinn hjá Mets í kvöld?
I love baseball.	Ég hef gaman af hafnabolta.
So are we still good?	Förum við á leikinn?
I'm a Red Sox fan, all the way.	En ég er aðdáandi Red Sox.
A Red Sox fan?	Red Sox?
Interesting.	Athyglisvert.
You obviously have a rich fantasy life which is a fabulous plus in this company.	Þú hlýtur að eiga þér auðugan ævintýraheim en það er stórkostlegur kostur í þessu fyrirtæki.
Okay, that means you're a Boston girl, probably a little bit Irish, Catholic big family, dirty, that kind of thing. Exactly. Let's go, Mets! Let's go, Mets!	Það merkir að þú ert frá Boston, dálítið írsk, kaþólsk, úr stórri fjölskyldu, skítug, þess háttar.
Let's go, Mets!	Áfram, Mets!
Strike him out!	Kastaðu fast!
So, what did you think of June?	Hvernig leist þér á June?
Loved her.	Hún er frábær.
Loved her.	Fínt.
Great. Yeah, me too.	Það fannst mér líka.
We went out for a drink, talked for an hour.	Við fengum okkur í glas og töluðum aðeins saman.
She's a very clever girl, you know.	Hún er bráðskörp stúlka.
So you guys went out for a drink and...	Fenguð þið ykkur í glas?
She got nowhere to stay at the moment, so I found her a room at the Grand.	Hana vantar samastað og ég fann herbergi handa henni á Grand.
And I invited her to the company outing.	Ég bauð henni á fyrirtækjamótið.
Turns out she's a useful tennis player.	Hún er ágætur tennisleikari.
Well, I can swing a racket.	Ég kann að sveifla spaða.
Yes, I know, at my head.	Ég veit það.
I've experienced it.	Ég hef fengið að kenna á því.
But listen, thanks to you for finding her.	Þakka þér fyrir að finna hana.
Genius.	Það var snilld.
Okay! Come on!	Allt í lagi!
Lucy! Oh, my God, Lucy, are you okay?	Guð minn góður, ertu ómeidd?
Do I have a concussion?	Fékk ég heilahristing?
Ask me something.	Spyrjið mig einhvers.
Name all the Supreme Court Justices.	Teldu upp alla hæstaréttardómarana.
Thomas, Ginsburg, Scalia, Stevens Kennedy, Rehnquist, Souter, Breyer, O 'Connor.	Thomas, Ginsburg, Scalia, Stevens, Kennedy, Rehnquist, Souter, Breyer, O' Connor.
Is that right?	Ekki satt?
How should I know?	Hvernig á ég að vita það?
Want some?	Langar þig í kökur?
Thanks, I really shouldn't.	Takk, ég ætti ekki að borða þær.
You think she's a natural redhead?	Heldurðu að hún sé rauðhærð frá náttúrunnar hendi?
You know, I was gonna give June a lift, and then Howard offered.	Ég ætlaði að skutla June og þá bauðst Howard til þess.
What?	Hvað?
I thought you liked her too.	Ég hélt að þér líkaði einnig vel við hana.
No, I jus...	Nei, ég bara...
I think I just ate too much.	Ég held að ég hafi etið yfir mig.
Really?	Er það?
What did you have?	Hvað borðaðirðu?
Just a chili dog and some fries and a soda and a bag of some little girl's cookies and another chili dog stuck in there somewhere.	Bara chilípylsu, franskar, gos og smákökur frá lítilli stúlku, aðra chilípylsu.
Let's try and take your mind off it.	Reyndu að hætta að hugsa um það.
Heard from Ansel lately?	Hefurðu heyrt í Ansel nýlega?
I'm sorry.	Mér þykir þetta leitt.
I've been thinking about this.	Ég hef hugsað um þetta.
You should move on. Forget him.	Haltu þínu striki og gleymdu honum.
Plenty of other pebbles on the beach.	Það eru fleiri fiskar í sjónum.
The world must be full of men who 'd die to be with a compulsive eater who can't fall in love.	Heimurinn hlýtur að vera fullur af körlum sem þrá átsjúka manneskju sem getur ekki orðið ástfangin.
What? I've fallen in love.	Ég hef orðið ástfangin.
Yeah?	Jæja?
Yes!	Já.
With whom, might I ask?	Af hverjum, leyfist mér af spyrja?
