Chapter 1 - Of Fiddle Mord	Kafli 1
"I know not when thou mayest deem thyself in want of great help if now thou deemest thy need but a little one;	«Eigi veit eg nær þú þykist mikillar þurfa ef nú þarftu lítillar.
but thou mightest well think that I were no good friend in need, if I were slow to answer thee herein:	En það máttu hugsa að eigi mundi eg þá góður viðtakna ef nokkurs þyrfti við er nú læt eg seint við.
neither shall it be so.	Skal og eigi svo vera.
I will bid thee, Howard, to abide here with thy fellows till this matter is brought to an end; and 1 promise to right your case for you all:	Vil eg bjóða þér Hávarður hér að sitja með félögum þínum þar til er þessi mál koma til vegar.
for meseemeth ye are such men, that he will have the better part who taketh you to him; nor is it sure that such doughty men as ye be are lightly to be gotten:	Vil eg og því heita að rétta yður mál eftir, því að mjög líst mér svo á yður að sá mun betur hafa er við yður tekur og er ekki víst að jafnröskva menn fái sem þér eruð.
forsooth matters have gone herein more according to right than according to likelihood."	Hefir þetta meir gengið eftir málefnum en líkindum.»
Then sang Howard a stave:	Hávarður kvað þá vísu:
but outward from Howard sit Torfi and Eyjulf, the sons of Valbrand, then Thorhall, and then the homemen who sat there afore.	Hávarður gerir og svo, skipar Hallgrími frænda sínum innar frá sér en innar frá honum sitja þeir Þórir og Oddur Þorbrandssynir en utar frá Hávarði sátu þeir Torfi og Eyjólfur Valbrandssynir, þá Þórhallur, þá heimamenn þeir sem áður sátu.
And when they sat down Howard sang a stave:	Og er þeir setjast niður þá kvað Hávarður vísu:
Then said Steinthor :	Þá mælti Steinþór:
"Easy to hear of thee that things are going after thy will;	«Auðheyrt er það nú Hávarður að þér gengur nú flest eftir vilja.
and so forsooth would it be, if there were no blood-feud after such bold and mighty men as were those kinsmen all; who have left behind them such great men to follow up the feud."	Enda væri þá svo og ef ekki eftirmál mundi verða um jafnhrausta menn og ríka sem þeir voru allir frændur og svo miklir menn sem enn eru til eftirmálsins.»
Howard said that he heeded not the feud, and that there was an end from henceforth of sorrow or grief in his heart, neither should he think any end to the case aught but well.	Hávarður kveðst aldrei hugsa um eftirmál, kvað lokið því héðan af að hann mundi hafa nokkura sorg eða angur í sínu hjarta og þykja eigi þann veg vel sem af reiddi hans mál.
He was as glad and merry with every child of man there as if he were young again.	Var hann og svo kátur og glaður við hvert mannsbarn sem ungur væri.
So there they sat at eve with master Steinthor lacking neither plenteous company nor goodly cheer;	Sátu þeir nú á Eyri með Steinþóri bónda. Skorti þar ekki fjölmenni mikið og hinn mesta fagnað.
and there were no fewer there than sixty men defensible.	Þar var ekki færra en sex tigir vígra manna.
Leave we them now a-sitting at Ere with master Steinthor in good welcome, and costly entertainment.	Hverfum nú frá er þeir sitja á Eyri með Steinþóri í góðum fagnaði og með miklum kostnaði.
Chapter 14 - Of the Slaying of Holmgang-Liot	Kafli 14
Liot was the name of a man who dwelt at Redsand;	Ljótur hét maður. Hann bjó á Rauðasandi.
he was called Holmgang-Liot:	Hann var kallaður Hólmgöngu-Ljótur.
he was both big and strong, and the greatest of Holmgang-fighters.	Var hann bæði mikill og sterkur og hinn mesti hólmgöngumaður.
Thorbiorn Thiodrekson had had his sister to wife :	Hann var bróðir Þorbjarnar Þjóðrekssonar.
it is said of him that he was a most unjust man, who had had his axe in the head of every man who would not yield all to his will;	Er svo sagt að Ljótur var hinn mesti ójafnaðarmaður og hafði öxi í höfði hverjum manni er eigi vildi laust láta fyrir honum það er hann vildi og báru engir menn frjálst höfuð fyrir honum þar um Rauðasand og víðar annarstaðar.
two sons he had, one called Grim, and the other Thorstein.	Hann átti tvo sonu. Hét annar Grímur en annar Þorsteinn.
Now as tells the tale, Liot and Thorbiorn had a water-meadow in common, a right good possession, which was so divided betwixt them that they should have it summer and summer about:	Svo er sagt að þeir Ljótur og Þorbjörn áttu eitt veitiengi báðir saman. Var það hin mesta gersemi. Var svo skilið að sitt sumar skyldu hafa hvorir.
but the brook which flooded the meadow in spring ran below Liot's house, and there were water-hatches therein, and all was well arrayed.	En sá lækur féll fyrir neðan bæ Ljóts er hljóp á engið á vorin. Voru þar í stíflur og vel um búið.
But so it fell out that whensoever it was Thorbiorn's turn for the meadow he gat no water, and at last it came to this, that Liot gave out that the meadow was none of Thorbiorn's, and he were best not dare to claim it;	Fór svo jafnan er Þorbjörn átti að hafa engið að hann náði aldrei læknum og kom svo að Ljótur lét næsta þau orð um fara að Þorbjörn ætti ekki í og skyldi hann eigi þora að eigna sér.
and when Thorbiorn heard that, he deemed well that Liot would keep his word.	Og er Þorbjörn heyrði þetta þykist hann vita að Ljótur mun það efna sem hann hefir heitið.
It was but a little way between their houses, so on a day they met, and Thorbiorn asked Liot if he would verily take his meadow from him.	Var skammt milli bæja þeirra. Og einn dag fundust þeir. Spurði Þorbjörn hvort Ljótur ætlaði að taka af honum engið.
Liot answered and bade him speak not another word of it:	Ljótur svaraði og bað hann ekki orð til leggja:
"It is not for thee any more than for others to go whining against what I will have;	«Skal þér eigi duga heldur en öðrum að kvarta um það er eg vil vera láta.
And this thing was heard of far and wide.	Þótti mönnum þetta hinn mesti ójafnaður orðinn.
Now those brethren kept their father's sheep.	Þeir bræður gættu fjár föður síns.
Thorstein being of twelve winters, and Grim of ten :	Var Þorsteinn tólf vetra en Grímur tíu.
and on a day in the early winter they went to the sheep-houses; for there had been a great snow-storm, and they would wot whether all the sheep were come home.	Það var einn dag á öndverðum vetri er þeir bræður gengu til fjárhúsa, hafði veður komið mikið, og ætluðu að vita hvort heim væri kominn allur fénaðurinn.
Now herewith it befell that Liot had gone that morning to see to his drifts ; for he was a man busy in his matters;	Það bar saman að Ljótur hafði þá gengið um morguninn til reka sinna. Hann var umsvifsmaður mikill um bú sitt.
so just as the lads came to the sheep-house they saw how Liot came up from the sea shore ; then spake Grim to Thorstein his brother :	Það var í þann tíma er sveinarnir voru komnir að húsinu þá sjá þeir að Ljótur gengur neðan frá sjónum.
"How may I fail to see him?" said Grim.	«Hví mun eg ekki sjá hann?» segir Grímur.
Then said Thorstein:	Þá mælti Þorsteinn:
"Great wrong hath he . done to us and to others, and I have it in my mind to avenge it if I might."	«Mikinn ójafnað gerir Ljótur þessi oss og mörgum öðrum og er mér það í skapi að hefna ef eg gæti.»
Said Grim :	Grímur mælti:
"An unwise word that thou wouldst do a mischief to such a champion as is Liot, a man mightier than four or five men might deal with, even were they full-grown : this is no game for children."	«Þetta er óviturlega mælt að þú mundir sýna nokkura óvísu af þér við slíkan kappa sem Ljótur er og gildari en fjórir eða fimm aðrir þó að mjög séu vaxnir og er hann ekki barna færi.»
Thorstein answered :	Þorsteinn svaraði:
but thou art likest to thy father, and wilt be a robbing-stock for Liot like many others."	Skal eg til ráða allt að einu en þú munt líkjast föður þínum og vilja vera ræningi Ljóts sem margir aðrir.»
Grim answered :	Grímur svarar:
"Whereas this hath got into thy head, kinsman, for as little avail as I may be to thee, I will help thee all I may."	«Með því að þér er þetta í hug frændi þá mun þér verða of lítið gagn að mér en slíkt sem er þá skal eg veita þér eftir megni.»
Now, they bore hand-axes little out sharp.	Þeir höfðu handöxar í hendi og voru þær litlar og biturlegar.
There they stand, and bide till Liot makes for the sheep-house:	Standa þeir nú og bíða til þess er Ljót ber að húsinu.
he passed by them quickly, having a poleaxe in his hand, and so went on his way, making as if he saw not the lads;	Hafði Ljótur bolöxi í hendi. Hann gengur leið sína og lætur eigi sem hann sjái sveinana.
but when he was even passing by them Thorstein smote on his shoulder;	Og er hann ber fram hjá þeim þá höggur Þorsteinn á öxlina Ljóti.
the axe bit not, but so great was the stroke that the arm was put out of joint at the shoulder.	Öxin beit ekki en þó varð höggið svo mikið að höndin gekk úr axlarliðnum.
But when Liot saw (as he deemed) that the lads would bait him, he turned on them, and hove up his axe to smite Thorstein ; but even as he hove it aloft, ran Grim in on him, and smote the hand from him above the wrist, and down fell hand and axe together.	En er Ljótur sá að sveinarnir vildu glettast við hann snarast hann við og hóf upp öxina og ætlaði að slá Þorstein með öxinni. Og í því er hann reiðir upp öxina hleypur Grímur að og höggur af Ljóti höndina fyrir ofan úlflið.
nor is aught more likely to be told hereof, than that there fell Holmgang-Liot, and neither of them hurt.	Láta þeir þá skammt höggva á milli og er eigi sagt líklegra en svo að þeir fella þar Hólmgöngu-Ljót en verða ekki sárir.
So they buried him in the snowdrift and left him there;	Grafa þeir hann niður í fönnina og ganga þar frá.
and when they came home their father was out in the doorway; and he asked them what made them so late, and why their clothes were bloody.	Og er þeir koma heim var faðir þeirra í durum úti og spurði hví þeim hefði seint orðið eða hví blóðug væru klæði þeirra.
They told of the slaying of Liot.	Þeir segja víg Ljóts.
He asked if they had slain him;	Hann spyr hvort þeir hefðu drepið hann.
and they said that so it was.	Þeir segja að svo var.
Then said he :	Þá mælti hann:
and this withal have ye brought to pass, that I shall be driven from my lands and all that I have, and ye will be slain, and that is right well."	Munuð þið það hafa að gert að eg mun ger af eignum mínum og öllu því er eg á en þið munuð drepnir og er það allvel.»
And therewith he rushed out away from the house.	Þorbjörn hljóp þá brott og út frá bænum.
Said Grim:	Grímur mælti:
Thorstein answered:	Þorsteinn svarar:
"Nay, let us go find him, for I doubt me he is nought so wroth as he would make believe."	«Finnum við hann því að það grunar mig að hann sé eigi jafnreiður sem hann lætur til reiðulega.»
So they go' to him, and Thorbiorn spake gladly to them, and bade them bide him there;	Eftir það ganga þeir að honum. Þorbjörn mælti glaðlega við þá og bað þá bíða sín þar.
then he went home, and was away but a little while till he came back with two horses well arrayed;	Hann gekk þá heim og var litla stund á brott. Hann kom aftur með hesta tvo vel búna.
so he bade them leap a-horseback.	Þá mælti Þorbjörn að þeir skyldu stíga á bak:
"I will send you," said he, "to Steinthor of Ere, my friend, whom ye shall bid to take you in;	«Vil eg senda ykkur á Eyri til Steinþórs vinar míns. Biðjið hann að taka við ykkur.
